Start;End;Sleep quality;Time in bed;Wake up;Sleep Notes;Heart rate;Activity (steps)
2017-12-05 21:35:54;2017-12-06 05:27:28;74%;7:51;;;0;9641
2017-12-06 22:00:17;2017-12-07 05:00:30;67%;7:00;;;0;6854
2017-12-10 22:43:41;2017-12-11 07:22:36;92%;8:38;;;0;14786
2017-12-11 21:32:25;2017-12-12 05:23:37;84%;7:51;;;0;12144
2017-12-12 21:48:15;2017-12-13 05:30:52;77%;7:42;;;0;12980
2017-12-13 21:42:53;2017-12-14 05:02:36;78%;7:19;;;0;9912
2017-12-14 21:25:08;2017-12-15 05:53:47;83%;8:28;;;0;13248
2017-12-15 22:37:13;2017-12-16 05:54:48;78%;7:17;;;0;12534
2017-12-17 23:10:48;2017-12-18 07:17:55;94%;8:07;;;0;12243
2017-12-18 22:21:06;2017-12-19 05:23:51;81%;7:02;;;0;13019
2017-12-19 21:45:53;2017-12-20 06:07:36;96%;8:21;;;0;5760
2017-12-20 21:39:38;2017-12-21 05:03:47;86%;7:24;;;0;8599
2017-12-21 21:39:55;2017-12-22 05:54:16;85%;8:14;;;0;16547
2017-12-22 22:41:18;2017-12-23 06:12:48;78%;7:31;;;0;9167
2017-12-25 22:17:09;2017-12-26 05:27:27;75%;7:10;;;0;5399
2017-12-26 21:55:08;2017-12-27 06:09:08;87%;8:13;;;0;10243
2017-12-27 21:38:20;2017-12-28 05:07:57;77%;7:29;;;0;6946
2017-12-28 21:39:46;2017-12-29 05:07:49;71%;7:28;;;0;14036
2018-01-01 21:28:15;2018-01-02 05:02:35;80%;7:34;;;0;3493
2018-01-02 21:00:11;2018-01-03 05:48:29;90%;8:48;;;0;7470
2018-01-03 21:42:16;2018-01-04 05:48:12;84%;8:05;;;0;2808
2018-01-07 22:25:52;2018-01-08 06:52:20;91%;8:26;;;0;5868
2018-01-08 21:57:48;2018-01-09 05:24:13;82%;7:26;;;0;12294
2018-01-09 21:58:00;2018-01-10 06:24:34;92%;8:26;;;0;13724
2018-01-10 21:44:55;2018-01-11 04:59:13;82%;7:14;;;0;13710
2018-01-11 22:19:30;2018-01-12 04:56:24;70%;6:36;;;0;17240
2018-01-12 22:42:00;2018-01-13 06:27:20;70%;7:45;;;0;16314
2018-01-14 22:10:56;2018-01-15 07:00:33;97%;8:49;;;0;7879
2018-01-15 22:00:19;2018-01-16 05:24:55;81%;7:24;;;0;13591
2018-01-16 22:15:12;2018-01-17 06:06:05;91%;7:50;;;0;7477
2018-01-17 21:26:43;2018-01-18 05:04:46;85%;7:38;;;0;9850
2018-01-18 21:52:40;2018-01-19 05:07:56;80%;7:15;;;0;14812
2018-01-19 22:28:28;2018-01-20 06:03:47;81%;7:35;;;0;10082
2018-01-21 21:57:14;2018-01-22 06:47:26;97%;8:50;;;0;8445
2018-01-22 21:49:33;2018-01-23 05:19:18;74%;7:29;;;0;13586
2018-01-23 21:59:26;2018-01-24 06:16:05;93%;8:16;;;0;7908
2018-01-24 21:39:05;2018-01-25 05:03:15;83%;7:24;;;0;10574
2018-01-25 22:19:58;2018-01-26 05:57:21;83%;7:37;;;0;15696
2018-01-26 22:28:49;2018-01-27 06:04:48;83%;7:35;;;0;9574
2018-01-27 23:58:56;2018-01-28 08:33:16;93%;8:34;;;0;7606
2018-01-28 21:43:07;2018-01-29 06:41:54;100%;8:58;;;0;3956
2018-01-29 21:39:57;2018-01-30 05:25:08;87%;7:45;;;0;11999
2018-01-30 21:48:06;2018-01-31 06:08:59;91%;8:20;;;0;9457
2018-01-31 21:35:49;2018-02-01 05:07:23;74%;7:31;;;0;8650
2018-02-01 21:44:17;2018-02-02 04:56:58;76%;7:12;;;0;9077
2018-02-02 22:08:46;2018-02-03 06:34:05;86%;8:25;;;0;9212
2018-02-03 22:51:39;2018-02-04 07:45:24;97%;8:53;;;0;2978
2018-02-04 22:07:55;2018-02-05 06:57:24;94%;8:49;;;0;9861
2018-02-05 21:42:44;2018-02-06 05:16:34;84%;7:33;;;0;12247
2018-02-06 21:26:46;2018-02-07 05:47:28;86%;8:20;;;0;8323
2018-02-07 21:37:05;2018-02-08 04:59:33;84%;7:22;;;0;7764
2018-02-08 21:33:48;2018-02-09 05:00:03;76%;7:26;;;0;14265
2018-02-09 22:22:10;2018-02-10 05:59:43;89%;7:37;;;0;9433
2018-02-11 21:53:10;2018-02-12 06:43:40;89%;8:50;;;0;8492
2018-02-12 21:54:10;2018-02-13 05:19:08;80%;7:24;;;0;13703
2018-02-18 22:52:47;2018-02-19 07:06:13;76%;8:13;;;0;4234
2018-02-19 22:04:39;2018-02-20 05:26:22;79%;7:21;;;0;10453
2018-02-20 21:38:22;2018-02-21 06:27:45;96%;8:49;;;0;9774
2018-02-21 21:44:50;2018-02-22 05:02:40;79%;7:17;;;0;11258
2018-02-22 21:49:50;2018-02-23 05:57:27;87%;8:07;;;0;14427
2018-02-23 22:31:41;2018-02-24 05:48:05;73%;7:16;;;0;7561
2018-02-25 22:12:37;2018-02-26 07:07:34;94%;8:54;;;0;9250
2018-02-26 21:55:46;2018-02-27 05:25:57;76%;7:30;;;0;15072
2018-02-27 21:44:54;2018-02-28 05:00:50;67%;7:15;;;0;16071
2018-02-28 21:55:14;2018-03-01 04:50:25;79%;6:55;;;0;8779
2018-03-01 21:44:01;2018-03-02 05:52:44;85%;8:08;;;0;11975
2018-03-02 22:30:13;2018-03-03 06:57:25;59%;8:27;;;0;16139
2018-03-04 22:04:04;2018-03-05 06:56:27;94%;8:52;;;0;5478
2018-03-05 21:34:53;2018-03-06 01:59:16;45%;4:24;;;0;12159
2018-03-06 21:06:35;2018-03-07 04:53:24;71%;7:46;;;0;12799
2018-03-07 21:21:58;2018-03-08 05:02:30;83%;7:40;;;0;11734
2018-03-08 22:20:15;2018-03-09 05:50:36;84%;7:30;;;0;13615
2018-03-09 22:16:08;2018-03-10 06:23:28;85%;8:07;;;0;12360
2018-03-11 22:07:44;2018-03-12 06:19:11;87%;8:11;;;0;6541
2018-03-12 22:10:05;2018-03-13 05:28:26;79%;7:18;;;0;13429
2018-03-13 21:47:21;2018-03-14 05:52:15;81%;8:04;;;0;13514
2018-03-14 21:42:38;2018-03-15 05:47:56;73%;8:05;;;0;9696
2018-03-15 21:49:23;2018-03-16 05:37:49;81%;7:48;;;0;11583
2018-03-18 22:27:21;2018-03-19 07:00:09;94%;8:32;;;0;9784
2018-03-19 21:59:15;2018-03-20 05:32:29;77%;7:33;;;0;11406
2018-03-20 22:19:40;2018-03-21 05:57:29;83%;7:37;;;0;7730
2018-03-21 21:44:26;2018-03-22 05:07:30;78%;7:23;;;0;8073
2018-03-22 21:43:17;2018-03-23 04:51:36;84%;7:08;;;0;8577
2018-03-23 21:56:30;2018-03-24 06:27:29;93%;8:30;;;0;11123
2018-03-24 23:17:20;2018-03-25 07:21:03;92%;8:03;;;0;9469
2018-03-25 22:26:57;2018-03-26 06:49:32;80%;8:22;;;0;12618
2018-03-26 21:53:57;2018-03-27 05:27:21;83%;7:33;;;0;9441
2018-03-27 21:27:10;2018-03-28 05:05:25;80%;7:38;;;0;9508
2018-03-28 21:38:07;2018-03-29 05:01:37;81%;7:23;;;0;10366
2018-03-29 21:29:50;2018-03-30 04:59:51;88%;7:30;;;0;11270
2018-03-30 22:07:52;2018-03-31 06:42:13;95%;8:34;;;0;9577
2018-04-01 22:09:46;2018-04-02 06:55:01;98%;8:45;;;0;2876
2018-04-02 22:03:26;2018-04-03 05:27:20;64%;7:23;;;0;8510
2018-04-03 21:43:54;2018-04-04 06:38:26;96%;8:54;;;0;10642
2018-04-04 21:48:03;2018-04-05 05:54:09;87%;8:06;;;0;8810
2018-04-05 21:44:38;2018-04-06 04:56:00;75%;7:11;;;0;9693
2018-04-08 22:30:24;2018-04-09 07:05:32;91%;8:35;;;0;5201
2018-04-09 22:28:36;2018-04-10 05:57:46;81%;7:29;;;0;13462
2018-04-10 21:42:53;2018-04-11 05:56:41;85%;8:13;;;0;5476
2018-04-11 21:54:26;2018-04-12 05:07:22;67%;7:12;;;0;13825
2018-04-12 21:17:52;2018-04-12 23:06:44;8%;1:48;;;0;7490
2018-04-12 23:07:03;2018-04-13 05:27:26;72%;6:20;;;0;0
2018-04-13 22:23:59;2018-04-14 06:57:20;94%;8:33;;;0;11527
2018-04-15 22:06:33;2018-04-16 06:56:33;100%;8:50;;;0;6239
2018-04-16 22:11:50;2018-04-17 05:27:27;78%;7:15;;;0;13470
2018-04-17 21:54:05;2018-04-18 05:54:35;68%;8:00;;;0;8476
2018-04-18 21:34:50;2018-04-19 04:52:22;82%;7:17;;;0;10598
2018-04-19 21:29:52;2018-04-20 06:48:21;94%;9:18;;;0;11924
2018-04-20 22:41:24;2018-04-21 06:49:40;74%;8:08;;;0;11301
2018-04-21 23:18:43;2018-04-22 06:48:18;83%;7:29;;;0;10862
2018-04-22 21:19:55;2018-04-23 05:50:06;90%;8:30;;;0;11196
2018-04-23 21:47:04;2018-04-24 05:00:32;80%;7:13;;;0;9973
2018-04-24 21:35:13;2018-04-25 05:27:30;86%;7:52;;;0;11265
2018-04-25 21:08:20;2018-04-26 04:59:15;85%;7:50;;;0;6635
2018-04-26 21:36:06;2018-04-27 05:08:00;71%;7:31;;;0;8511
2018-04-27 21:59:05;2018-04-28 05:57:02;86%;7:57;;;0;6038
2018-04-28 21:21:25;2018-04-29 04:59:33;87%;7:38;;;0;1872
2018-04-29 22:12:04;2018-04-30 06:55:52;91%;8:43;;;0;6184
2018-04-30 21:56:08;2018-05-01 05:28:09;81%;7:32;;;0;9672
2018-05-01 22:14:04;2018-05-02 06:20:49;86%;8:06;;;0;12635
2018-05-02 21:45:41;2018-05-03 04:58:14;72%;7:12;;;0;10456
2018-05-03 21:39:53;2018-05-04 04:58:55;77%;7:19;;;0;11256
2018-05-04 22:30:24;2018-05-05 06:21:48;85%;7:51;;;0;12369
2018-05-05 22:18:28;2018-05-06 07:24:23;95%;9:05;;;0;12679
2018-05-06 21:44:33;2018-05-07 06:16:30;92%;8:31;;;0;8772
2018-05-07 21:40:24;2018-05-08 05:24:40;79%;7:44;;;0;9901
2018-05-08 21:38:29;2018-05-09 05:03:42;75%;7:25;;;0;6785
2018-05-09 22:21:08;2018-05-10 05:51:37;75%;7:30;;;0;7968
2018-05-10 21:50:10;2018-05-11 05:55:54;82%;8:05;;;0;11988
2018-05-11 21:38:21;2018-05-12 06:47:40;84%;9:09;;;0;6891
2018-05-13 21:58:22;2018-05-14 07:02:13;99%;9:03;;;0;7966
2018-05-14 21:39:17;2018-05-15 05:27:17;82%;7:48;;;0;9428
2018-05-15 21:17:22;2018-05-16 05:06:20;92%;7:48;;;0;7997
2018-05-16 21:31:31;2018-05-17 05:01:43;74%;7:30;;;0;8738
2018-05-17 21:37:50;2018-05-17 22:58:50;17%;1:21;;;0;9305
2018-05-18 21:09:54;2018-05-19 06:17:29;100%;9:07;;;0;6177
2018-05-20 21:52:59;2018-05-21 06:34:31;87%;8:41;;;0;6516
2018-05-21 21:38:45;2018-05-22 05:51:19;78%;8:12;;;0;7122
2018-05-22 21:41:38;2018-05-23 04:47:21;74%;7:05;;;0;7160
2018-05-23 21:29:58;2018-05-24 04:57:06;79%;7:27;;;0;10542
2018-05-24 21:54:39;2018-05-25 05:15:14;68%;7:20;;;0;8671
2018-05-28 21:30:47;2018-05-29 04:53:43;86%;7:22;;;0;11742
2018-05-29 21:40:26;2018-05-30 05:27:25;88%;7:46;;;0;17593
2018-05-30 21:23:11;2018-05-31 05:51:32;100%;8:28;;;0;9692
2018-05-31 21:38:24;2018-06-01 05:48:31;96%;8:10;;;0;8237
2018-06-01 22:07:03;2018-06-02 06:30:02;82%;8:22;;;0;12045
2018-06-03 22:27:12;2018-06-04 06:56:47;67%;8:29;;;0;12474
2018-06-04 21:58:19;2018-06-05 06:42:34;94%;8:44;;;0;12892
2018-06-05 23:31:46;2018-06-06 06:51:38;72%;7:19;;;0;10130
2018-06-06 21:40:07;2018-06-07 05:04:25;81%;7:24;;;0;9495
2018-06-07 21:38:23;2018-06-08 05:07:59;94%;7:29;;;0;13644
2018-06-10 22:11:09;2018-06-11 06:56:18;91%;8:45;;;0;5636
2018-06-11 21:35:37;2018-06-12 05:27:20;87%;7:51;;;0;8001
2018-06-12 21:17:51;2018-06-13 05:04:28;97%;7:46;;;0;12081
2018-06-13 21:37:55;2018-06-14 05:04:50;81%;7:26;;;0;13595
2018-06-14 21:34:35;2018-06-15 05:02:37;83%;7:28;;;0;11238
2018-06-16 23:38:08;2018-06-17 08:07:17;97%;8:29;;;0;6064
2018-06-17 22:32:44;2018-06-18 06:57:38;96%;8:24;;;0;5099
2018-06-18 21:33:19;2018-06-19 05:26:36;84%;7:53;;;0;9666
2018-06-19 23:03:08;2018-06-20 06:59:48;100%;7:56;;;0;10932
2018-06-20 21:55:23;2018-06-21 05:03:19;82%;7:07;;;0;15201
2018-06-21 21:17:35;2018-06-22 05:06:18;87%;7:48;;;0;11102
2018-06-22 21:46:26;2018-06-23 05:55:58;88%;8:09;;;0;9563
2018-06-24 22:43:32;2018-06-25 06:56:15;100%;8:12;;;0;14244
2018-06-25 21:39:32;2018-06-26 05:32:36;90%;7:53;;;0;10958
2018-06-26 21:31:21;2018-06-27 05:07:44;88%;7:36;;;0;10247
2018-06-27 21:49:21;2018-06-28 05:57:42;100%;8:08;;;0;9641
2018-06-28 21:37:22;2018-06-29 05:02:12;84%;7:24;;;0;10651
2018-06-29 23:20:07;2018-06-30 07:42:25;100%;8:22;;;0;14606
2018-06-30 23:06:09;2018-07-01 07:37:23;100%;8:31;;;0;9115
2018-07-01 23:03:52;2018-07-02 07:09:59;90%;8:06;;;0;9513
2018-07-02 22:23:03;2018-07-03 07:43:33;100%;9:20;;;0;14315
2018-07-03 23:07:05;2018-07-04 07:41:33;100%;8:34;;;0;7783
2018-07-04 22:37:27;2018-07-05 07:39:48;100%;9:02;;;0;5813
2018-07-05 21:55:28;2018-07-06 07:27:24;100%;9:31;;;0;12679
2018-07-06 22:54:21;2018-07-07 07:36:02;100%;8:41;;;0;9848
2018-07-08 21:53:23;2018-07-09 06:33:58;93%;8:40;;;0;13968
2018-07-09 21:31:05;2018-07-10 05:25:40;79%;7:54;;;0;11402
2018-07-10 21:31:51;2018-07-11 05:07:46;77%;7:35;;;0;8507
2018-07-11 21:30:24;2018-07-12 05:03:46;90%;7:33;;;0;15943
2018-07-12 22:00:52;2018-07-13 05:57:29;86%;7:56;;;0;13879
2018-07-13 22:42:56;2018-07-14 05:42:27;79%;6:59;;;0;14519
2018-07-15 22:47:16;2018-07-16 07:28:34;95%;8:41;;;0;15308
2018-07-16 21:37:58;2018-07-17 05:28:55;94%;7:50;;;0;9386
2018-07-17 21:51:50;2018-07-18 06:26:45;95%;8:34;;;0;16121
2018-07-18 21:38:09;2018-07-19 05:08:26;83%;7:30;;;0;9375
2018-07-19 21:45:52;2018-07-20 05:00:24;85%;7:14;;;0;8630
2018-07-20 22:01:56;2018-07-21 06:57:31;100%;8:55;;;0;9251
2018-07-22 22:26:36;2018-07-23 06:54:27;95%;8:27;;;0;6609
2018-07-23 21:49:49;2018-07-24 05:00:42;81%;7:10;;;0;11450
2018-07-24 21:52:57;2018-07-25 05:29:43;84%;7:36;;;0;10364
2018-07-25 21:36:56;2018-07-26 05:01:09;78%;7:24;;;0;12180
2018-07-26 21:25:29;2018-07-27 05:07:52;88%;7:42;;;0;9043
2018-07-27 22:01:15;2018-07-28 06:25:27;100%;8:24;;;0;15898
2018-07-29 23:59:41;2018-07-30 07:30:07;86%;7:30;;;0;11347
2018-07-30 21:51:29;2018-07-31 05:27:28;85%;7:35;;;0;10692
2018-07-31 21:36:20;2018-08-01 04:58:25;86%;7:22;;;0;7629
2018-08-01 21:53:47;2018-08-02 05:07:41;79%;7:13;;;0;13964
2018-08-02 21:48:04;2018-08-03 06:09:22;97%;8:21;;;0;9232
2018-08-03 21:47:18;2018-08-04 05:47:08;96%;7:59;;;0;8637
2018-08-05 21:54:32;2018-08-06 06:15:44;98%;8:21;;;0;7799
2018-08-06 22:08:24;2018-08-07 05:25:34;84%;7:17;;;0;11380
2018-08-07 21:07:27;2018-08-08 05:07:41;92%;8:00;;;0;5799
2018-08-08 21:32:37;2018-08-09 05:07:47;90%;7:35;;;0;8489
2018-08-09 21:31:39;2018-08-10 05:07:51;95%;7:36;;;0;9766
2018-08-10 23:11:06;2018-08-11 06:07:21;81%;6:56;;;0;10592
2018-08-12 22:04:26;2018-08-13 06:24:44;100%;8:20;;;0;5017
2018-08-13 21:49:51;2018-08-14 05:46:12;90%;7:56;;;0;12268
2018-08-14 21:46:25;2018-08-15 05:07:26;83%;7:21;;;0;8316
2018-08-15 21:25:34;2018-08-16 05:04:29;93%;7:38;;;0;8137
2018-08-19 21:33:48;2018-08-20 06:13:11;89%;8:39;;;0;8019
2018-08-20 21:41:26;2018-08-21 05:03:53;88%;7:22;;;0;8854
2018-08-21 21:26:33;2018-08-22 05:32:40;87%;8:06;;;0;8373
2018-08-22 21:34:47;2018-08-23 05:07:35;78%;7:32;;;0;7878
2018-08-23 22:03:16;2018-08-24 06:11:33;92%;8:08;;;0;11509
2018-08-24 22:37:31;2018-08-25 05:53:28;74%;7:15;;;0;9768
2018-08-26 22:02:18;2018-08-27 06:43:57;100%;8:41;;;0;9583
2018-08-27 21:46:23;2018-08-28 05:07:46;90%;7:21;;;0;8732
2018-08-28 21:54:35;2018-08-29 05:03:16;84%;7:08;;;0;12183
2018-08-29 22:06:18;2018-08-30 05:43:04;87%;7:36;;;0;8438
2018-08-30 21:47:44;2018-08-31 05:53:38;91%;8:05;;;0;12594
2018-09-03 21:38:23;2018-09-04 05:02:47;86%;7:24;;;0;8813
2018-09-04 21:48:31;2018-09-05 06:13:40;97%;8:25;;;0;9547
2018-09-05 21:42:12;2018-09-06 05:07:24;86%;7:25;;;0;6629
2018-09-06 21:30:31;2018-09-07 05:07:48;86%;7:37;;;0;9884
2018-09-07 22:05:50;2018-09-08 05:57:34;92%;7:51;;;0;10809
2018-09-09 22:25:19;2018-09-10 06:57:05;100%;8:31;;;0;7548
2018-09-10 21:14:13;2018-09-11 05:20:39;83%;8:06;;;0;9478
2018-09-11 21:35:40;2018-09-12 05:43:37;86%;8:07;;;0;12088
2018-09-12 21:22:39;2018-09-13 05:07:05;92%;7:44;;;0;9015
2018-09-16 21:34:49;2018-09-17 06:42:26;100%;9:07;;;0;8505
2018-09-17 21:54:16;2018-09-18 05:52:42;84%;7:58;;;0;8826
2018-09-18 21:30:33;2018-09-19 05:05:30;87%;7:34;;;0;8539
2018-09-19 21:31:00;2018-09-20 04:58:50;85%;7:27;;;0;9314
2018-09-20 21:41:12;2018-09-21 06:11:58;95%;8:30;;;0;11592
2018-09-21 21:45:57;2018-09-22 05:26:55;79%;7:40;;;0;10830
2018-09-23 21:21:59;2018-09-24 06:56:42;99%;9:34;;;0;5520
2018-09-24 21:34:17;2018-09-25 05:27:57;89%;7:53;;;0;9939
2018-09-25 21:39:42;2018-09-26 05:00:30;81%;7:20;;;0;11139
2018-09-26 21:12:31;2018-09-27 04:59:48;83%;7:47;;;0;5660
2018-09-28 21:21:00;2018-09-29 06:39:18;100%;9:18;;;0;8411
2018-09-30 21:41:28;2018-10-01 06:50:27;94%;9:08;;;0;1110
2018-10-01 21:17:17;2018-10-02 05:27:26;80%;8:10;;;0;5796
2018-10-02 21:37:37;2018-10-03 05:08:10;75%;7:30;;;0;7687
2018-10-03 21:28:55;2018-10-04 05:00:42;88%;7:31;;;0;12990
2018-10-04 21:45:35;2018-10-05 06:29:55;81%;8:44;;;0;15819
2018-10-05 22:24:24;2018-10-06 06:51:04;88%;8:26;;;0;10449
2018-10-06 22:49:13;2018-10-07 07:43:10;92%;8:53;;;0;11748
2018-10-08 21:37:17;2018-10-09 05:53:17;96%;8:15;;;0;4824
2018-10-09 21:20:42;2018-10-10 05:57:40;100%;8:36;;;0;7301
2018-10-10 21:52:06;2018-10-11 05:00:50;83%;7:08;;;0;12883
2018-10-11 21:47:07;2018-10-12 06:48:07;100%;9:01;;;0;14271
2018-10-12 22:12:32;2018-10-13 05:56:51;82%;7:44;;;0;19916
2018-10-14 22:00:14;2018-10-15 06:44:35;94%;8:44;;;0;7798
2018-10-15 21:22:57;2018-10-16 05:01:03;87%;7:38;;;0;9993
2018-10-16 21:26:39;2018-10-17 05:30:32;93%;8:03;;;0;6078
2018-10-17 21:30:26;2018-10-18 05:08:09;82%;7:37;;;0;17547
2018-10-18 22:29:41;2018-10-19 06:22:30;87%;7:52;;;0;13769
2018-10-19 22:00:08;2018-10-20 06:12:32;73%;8:12;;;0;12587
2018-10-21 22:22:22;2018-10-22 06:56:37;94%;8:34;;;0;4503
2018-10-22 21:53:07;2018-10-23 05:27:02;77%;7:33;;;0;13975
2018-10-24 22:54:27;2018-10-25 04:59:18;65%;6:04;;;0;11452
2018-10-25 21:50:09;2018-10-26 06:19:36;92%;8:29;;;0;16129
2018-10-26 21:58:27;2018-10-27 05:52:27;81%;7:53;;;0;14931
2018-10-27 23:18:35;2018-10-28 08:00:32;93%;8:41;;;0;15237
2018-10-28 22:00:59;2018-10-29 06:56:55;92%;8:55;;;0;4892
2018-10-29 21:55:08;2018-10-30 05:27:38;77%;7:32;;;0;11331
2018-10-30 21:19:51;2018-10-31 04:59:28;77%;7:39;;;0;10041
2018-10-31 21:29:08;2018-11-01 05:44:02;84%;8:14;;;0;7070
2018-11-01 22:09:32;2018-11-02 07:23:16;99%;9:13;;;0;14417
2018-11-05 21:35:42;2018-11-06 05:19:48;89%;7:44;;;0;9122
2018-11-06 21:33:01;2018-11-07 05:36:53;98%;8:03;;;0;7342
2018-11-07 21:34:10;2018-11-08 04:55:45;78%;7:21;;;0;11175
2018-11-08 21:47:49;2018-11-09 06:22:25;93%;8:34;;;0;14946
2018-11-09 21:51:27;2018-11-10 06:08:53;95%;8:17;;;0;16185
2018-11-10 22:26:19;2018-11-11 07:10:54;94%;8:44;;;0;8504
2018-11-11 22:09:05;2018-11-12 06:56:24;100%;8:47;;;0;5368
2018-11-12 21:41:55;2018-11-13 05:57:37;92%;8:15;;;0;13692
2018-11-13 21:49:02;2018-11-14 05:46:46;80%;7:57;;;0;10756
2018-11-14 21:46:55;2018-11-15 05:07:40;74%;7:20;;;0;9482
2018-11-15 22:21:20;2018-11-16 06:54:49;100%;8:33;;;0;12393
2018-11-16 23:33:20;2018-11-17 07:12:15;98%;7:38;;;0;16375
2018-11-18 00:08:08;2018-11-18 08:05:24;87%;7:57;;;0;8361
2018-11-18 23:55:52;2018-11-19 07:56:25;93%;8:00;;;0;10693
2018-11-19 21:12:03;2018-11-20 04:56:03;79%;7:43;;;0;9297
2018-11-20 21:27:44;2018-11-21 04:59:39;87%;7:31;;;0;12087
2018-11-22 23:05:07;2018-11-23 07:01:53;96%;7:56;;;0;5102
2018-11-23 22:55:54;2018-11-24 07:38:52;96%;8:42;;;0;6556
2018-11-24 21:27:12;2018-11-25 07:44:08;98%;10:16;;;0;12069
2018-11-25 21:36:01;2018-11-26 07:07:26;98%;9:31;;;0;5977
2018-11-26 21:27:24;2018-11-27 05:45:58;88%;8:18;;;0;10766
2018-11-27 21:27:55;2018-11-28 05:23:00;82%;7:55;;;0;7421
2018-11-28 21:42:02;2018-11-29 04:58:41;83%;7:16;;;0;11427
2018-11-29 21:58:02;2018-11-30 06:37:28;94%;8:39;;;0;16386
2018-11-30 22:11:36;2018-12-01 06:19:52;92%;8:08;;;0;8816
2018-12-01 22:39:28;2018-12-02 06:32:56;83%;7:53;;;0;6695
2018-12-02 21:23:39;2018-12-03 06:55:02;91%;9:31;;;0;7556
2018-12-03 22:08:41;2018-12-04 05:57:38;92%;7:48;;;0;12625
2018-12-04 21:32:53;2018-12-05 05:01:12;87%;7:28;;;0;11493
2018-12-05 21:19:24;2018-12-06 05:02:01;85%;7:42;;;0;12035
2018-12-06 21:37:56;2018-12-07 06:55:40;96%;9:17;;;0;15187
2018-12-07 23:50:34;2018-12-08 07:41:29;86%;7:50;;;0;11142
2018-12-09 22:30:22;2018-12-10 07:07:34;99%;8:37;;;0;5136
2018-12-10 21:20:55;2018-12-11 05:27:37;90%;8:06;;;0;10588
2018-12-11 21:50:10;2018-12-12 07:00:33;99%;9:10;;;0;7688
2018-12-12 21:34:19;2018-12-13 05:00:26;91%;7:26;;;0;17677
2018-12-13 21:41:52;2018-12-14 06:09:21;100%;8:27;;;0;13937
2018-12-14 22:09:19;2018-12-15 06:48:28;98%;8:39;;;0;13415
2018-12-16 22:23:54;2018-12-17 06:34:17;94%;8:10;;;0;14641
2018-12-17 21:58:10;2018-12-18 05:00:00;75%;7:01;;;0;14072
2018-12-18 21:49:00;2018-12-19 06:42:28;100%;8:53;;;0;12503
2018-12-19 21:43:47;2018-12-20 05:27:33;83%;7:43;;;0;13232
2018-12-20 22:16:18;2018-12-21 06:06:41;87%;7:50;;;0;13786
2018-12-21 22:32:22;2018-12-22 06:36:30;89%;8:04;;;0;12456
2018-12-22 23:38:55;2018-12-23 06:40:06;78%;7:01;;;0;10602
2018-12-25 22:14:37;2018-12-26 06:57:28;99%;8:42;;;0;6434
2018-12-26 21:29:21;2018-12-27 04:51:25;81%;7:22;;;0;11265
2018-12-27 21:42:51;2018-12-28 06:28:03;94%;8:45;;;0;11036
2018-12-28 22:25:00;2018-12-29 06:08:20;84%;7:43;;;0;10309
2019-01-03 22:35:40;2019-01-04 07:16:20;88%;8:40;;;0;6348
2019-01-04 22:43:10;2019-01-05 05:46:56;71%;7:03;;;0;15900
2019-01-05 23:04:36;2019-01-06 08:23:21;100%;9:18;;;0;15271
2019-01-06 22:21:47;2019-01-07 07:12:34;94%;8:50;;;0;5713
2019-01-07 21:50:25;2019-01-08 05:55:42;84%;8:05;;;0;8770
2019-01-08 21:28:04;2019-01-09 06:21:18;100%;8:53;;;0;10949
2019-01-09 22:01:21;2019-01-10 05:08:01;79%;7:06;;;0;12231
2019-01-10 21:34:53;2019-01-11 06:04:58;92%;8:30;;;0;13371
2019-01-11 22:30:57;2019-01-12 06:29:55;82%;7:58;;;0;8939
2019-01-13 21:49:41;2019-01-14 06:58:15;89%;9:08;;;0;4873
2019-01-14 21:38:58;2019-01-15 05:33:07;88%;7:54;;;0;12404
2019-01-15 21:41:12;2019-01-16 06:24:12;95%;8:43;;;0;9895
2019-01-16 21:23:57;2019-01-17 04:58:47;85%;7:34;;;0;12555
2019-01-17 21:41:05;2019-01-18 06:16:43;95%;8:35;;;0;13041
2019-01-18 22:54:54;2019-01-19 07:02:43;88%;8:07;;;0;14369
2019-01-20 21:24:36;2019-01-21 06:25:20;98%;9:00;;;0;4141
2019-01-21 22:08:22;2019-01-22 05:47:37;91%;7:39;;;0;13321
2019-01-22 21:55:37;2019-01-23 05:57:28;85%;8:01;;;0;7839
2019-01-23 21:19:49;2019-01-24 05:02:42;89%;7:42;;;0;12342
2019-01-24 21:45:07;2019-01-25 06:06:59;90%;8:21;;;0;13465
2019-01-25 22:59:18;2019-01-26 07:27:23;91%;8:28;;;0;7869
2019-01-27 22:17:24;2019-01-28 06:47:31;93%;8:30;;;0;2711
2019-01-28 21:25:09;2019-01-29 05:37:10;85%;8:12;;;0;13038
2019-01-29 22:01:47;2019-01-30 06:31:32;94%;8:29;;;0;8095
2019-01-30 21:42:48;2019-01-31 06:23:48;82%;8:41;;;0;2969
2019-01-31 21:30:23;2019-02-01 05:34:31;80%;8:04;;;0;7251
2019-02-01 21:35:06;2019-02-02 06:07:57;88%;8:32;;;0;13470
2019-02-02 22:40:02;2019-02-03 07:05:37;83%;8:25;;;0;6976
2019-02-03 21:36:37;2019-02-04 06:26:31;100%;8:49;;;0;4317
